advisor,advisor_churn,advisor_churn_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
9334,1,advisor_churn,0,0,0,0,0,bank,1,va,3,1,280250978,24,769444,3,35,204268,56,1,739,21,U,Underwood
9335,1,advisor_churn,0,1,0,1,0,bank,1,va,0,0,15930485,20,1712874,2,40,257536,53,2,663,22,V,Vasquez
9336,1,advisor_churn,0,0,0,0,0,bank,1,va,1,1,68699832,17,155402,3,36,247685,75,2,794,11,K,Kanumba
9337,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,22943910,21,87036,3,52,232374,69,1,721,23,W,Werner
9338,1,advisor_churn,0,0,1,0,0,bank,1,va,3,0,924440348,15,81849,3,27,222256,67,3,714,2,B,Bost
9339,1,advisor_churn,0,0,0,0,2,ria,1,va,2,0,72669791,27,0,3,45,223644,77,1,603,20,T,Tavares
9340,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,2,2,262417473,22,8055,2,32,226169,90,5,794,4,D,Devon
9341,1,advisor_churn,0,0,0,0,0,bank,1,va,1,2,12755882,21,22391,1,55,234746,74,3,662,1,A,Abbott
9342,1,advisor_churn,0,1,1,1,0,bank,1,va,0,1,648268291,19,339476,2,44,249162,64,1,748,10,J,Jasper
9343,1,advisor_churn,0,0,0,0,0,bank,0,fixed,0,0,393435225,17,451161,6,54,211820,70,1,607,9,I,Ingrid
9344,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,96819697,27,27662,2,23,150526,78,3,693,11,K,Kanumba
9345,1,advisor_churn,0,0,0,0,0,bank,1,va,3,2,319405221,30,952638,3,47,129852,64,1,743,1,A,Abbott
9346,1,advisor_churn,0,0,0,1,0,bank,1,va,0,1,18621615,21,119996,1,37,236036,76,1,683,5,E,English
9347,1,advisor_churn,0,0,0,0,0,bank,1,va,2,2,600262503,33,0,2,46,71512,54,1,672,2,B,Bost
9348,1,advisor_churn,0,0,0,0,2,ria,1,va,2,2,124028182,23,0,1,56,285025,63,5,654,6,F,Funderburk
9349,1,advisor_churn,0,0,0,0,0,bank,1,va,1,1,81941574,21,0,2,48,397888,63,3,767,5,E,English
9350,1,advisor_churn,0,1,0,0,0,bank,1,va,1,0,74698290,19,2501342,3,48,469125,64,1,691,1,A,Abbott
9351,1,advisor_churn,0,0,0,0,0,bank,1,va,2,0,468886257,20,0,3,56,333244,70,1,728,10,J,Jasper
9352,1,advisor_churn,1,0,0,0,1,wirehouse,1,va,1,2,4883287967,24,0,2,47,222903,76,0,638,15,O,Ojj
9353,1,advisor_churn,0,1,0,0,0,bank,0,fixed,0,3,339755066,14,0,11,33,149155,78,5,677,3,C,Chatterji
9354,1,advisor_churn,0,0,0,1,0,bank,1,va,0,2,99172886,13,246492,2,45,286008,99,2,691,9,I,Ingrid
9355,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,151255604,20,2783684,2,56,286472,86,3,712,5,E,English
9356,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,74887883,23,216866,2,39,144251,62,1,682,10,J,Jasper
9357,1,advisor_churn,0,1,0,1,0,bank,1,va,0,1,796533998,19,1073378,1,51,173489,59,1,668,18,R,Rodriguez
9358,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,808144507,25,15441,2,48,120208,84,3,710,2,B,Bost
9359,1,advisor_churn,1,1,0,0,0,bank,1,va,0,0,1714980726,21,0,1,43,250772,85,1,683,9,I,Ingrid
9360,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,288682397,23,343305,2,41,317673,77,0,720,14,N,Noth
9361,1,advisor_churn,0,0,0,1,1,wirehouse,1,va,1,0,10712526,21,4849926,1,60,144403,80,1,688,5,E,English
9362,1,advisor_churn,0,1,0,0,1,wirehouse,1,va,1,0,115207198,23,34123,3,37,253678,85,1,682,1,A,Abbott
9363,1,advisor_churn,0,0,0,0,0,bank,1,va,0,1,2656857117,21,25629,1,46,223695,98,1,671,4,D,Devon
9364,1,advisor_churn,1,1,0,0,0,bank,1,va,2,0,183818439,36,1131897,1,36,207072,67,4,610,19,S,Szu
9365,1,advisor_churn,1,0,0,1,0,bank,0,fixed,2,2,1647685925,1,1615267,9,33,260602,78,3,614,10,J,Jasper
9366,1,advisor_churn,0,0,0,1,1,wirehouse,1,va,3,1,20843968,23,4704754,1,69,135832,70,1,739,20,T,Tavares
9367,1,advisor_churn,0,0,0,1,0,bank,1,va,1,1,470909174,16,206882,1,49,193799,52,4,625,23,W,Werner
9368,1,advisor_churn,1,1,0,0,0,bank,1,va,1,1,314949156,36,36967,3,43,285738,69,1,670,15,O,Ojj
9369,1,advisor_churn,0,1,1,0,2,ria,1,va,0,0,128580052,22,2511130,2,49,212736,97,1,731,4,D,Devon
9370,1,advisor_churn,0,1,0,0,0,bank,1,va,0,0,71796389,15,189085,1,58,286898,52,2,719,3,C,Chatterji
9371,1,advisor_churn,1,1,0,0,0,bank,1,va,0,0,245763475,24,298084,1,31,219094,79,1,615,14,N,Noth
9372,1,advisor_churn,0,1,0,0,0,bank,1,va,2,0,87153376,17,94434,1,42,212029,85,1,704,22,V,Vasquez
9373,1,advisor_churn,0,1,0,0,2,ria,1,va,0,1,97989012,22,182110,2,47,406345,63,2,679,13,M,Mambwe
9374,1,advisor_churn,0,1,1,0,0,bank,0,fixed,2,0,179628489,13,0,4,36, ,37,2,617,17,Q,Quigley
9375,1,advisor_churn,0,1,1,0,0,bank,0,fixed,2,1,14446076,26,14590,6,44,233550,53,1,609,11,K,Kanumba
9376,1,advisor_churn,0,1,0,1,0,bank,0,fixed,2,2,1979428497,13,193504,6,46,493581,62,0,682,25,Y,Yang
9377,1,advisor_churn,0,0,0,0,2,ria,1,va,0,0,202396536,22,294423,2,35,201572,77,2,608,21,U,Underwood
9378,1,advisor_churn,0,1,0,0,0,bank,1,va,1,0,313602592,36,31636,2,35,202514,76,1,677,6,F,Funderburk
9379,1,advisor_churn,0,1,0,1,2,ria,1,va,2,1,41465343,12,677399,2,42,230324,69,2,706,17,Q,Quigley
9380,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,1,0,502617226,13,96952,3,48,258461,79,3,623,8,H,Hassan
9381,1,advisor_churn,0,0,0,1,0,bank,1,va,1,0,660946640,14,349481,3,36,411236,18,1,659,22,V,Vasquez
9382,1,advisor_churn,0,0,1,0,1,wirehouse,1,va,2,0,174118194,14,428131,2,54,216676,55,1,702,14,N,Noth
9383,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,2,1,90528693,23,110223,3,37,200155,56,3,706,22,V,Vasquez
9384,1,advisor_churn,0,0,0,0,1,wirehouse,0,fixed,1,0,87374298,16,210023,8,51,238357,78,2,846,20,T,Tavares
9385,1,advisor_churn,1,0,0,0,2,ria,1,va,2,0,107890037,22,3108972,2,23,232898,25,4,676,20,T,Tavares
9386,1,advisor_churn,0,1,0,0,0,bank,1,va,1,0,98081604,13,1648498,1,47,229572,50,2,621,24,X,Xavier
9387,1,advisor_churn,0,1,1,0,0,bank,0,fixed,1,1,4970360724,15,3317032,11,35,212957,86,1,601,19,S,Szu
9388,1,advisor_churn,0,1,0,0,0,bank,0,fixed,0,0,238486744,19,0,18,59,131324,79,4,621,20,T,Tavares
9389,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,453308114,12,1655492,2,47,191847,62,1,673,3,C,Chatterji
9390,1,advisor_churn,0,0,0,0,0,bank,1,va,0,1,96558643,22,1820368,1,53,213406,61,2,686,13,M,Mambwe
9391,1,advisor_churn,0,1,0,0,0,bank,0,fixed,0,0,224145987,19,3678541,4,45,222490,24,1,660,10,J,Jasper
9392,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,24536827,14,479286,2,40,241033,84,1,746,2,B,Bost
9393,1,advisor_churn,0,0,0,0,0,bank,1,va,2,0,988172093,21,63302,2,41,193812,50,1,712,23,W,Werner
9394,1,advisor_churn,0,0,1,0,1,wirehouse,1,va,2,2,773059937,22,42774,3,33,104630,90,2,665,9,I,Ingrid
9395,1,advisor_churn,0,0,1,0,0,bank,1,va,0,0,98657461,13,128839,1,52,277510,81,5,743,20,T,Tavares
9396,1,advisor_churn,1,0,1,0,0,bank,0,fixed,0,0,481817794,22,37395,7,50,367225,100,2,714,5,E,English
9397,1,advisor_churn,0,1,0,0,2,ria,0,fixed,2,0,18678545,12,157602,6,41,416641,87,2,698,13,M,Mambwe
9398,1,advisor_churn,0,1,0,0,0,bank,1,va,0,0,487371513,22,0,1,33,237226,74,3,645,3,C,Chatterji
9399,1,advisor_churn,0,0,0,0,0,bank,1,va,2,1,77807399,13,2897988,2,26,299376,70,0,635,22,V,Vasquez
9400,1,advisor_churn,0,0,0,0,0,bank,1,va,5,1,601263977,24,189628,3,26,118323,51,4,677,2,B,Bost
9401,1,advisor_churn,0,1,0,1,0,bank,1,va,2,0,4399427460,22,436834,2,53,52479,20,4,730,1,A,Abbott
9402,1,advisor_churn,0,1,0,0,0,bank,1,va,3,0,92875996,13,205200,2,41,365805,42,1,616,25,Y,Yang
9403,1,advisor_churn,0,0,0,0,0,bank,0,fixed,0,1,12022819,19,64663,6,40,277679,72,1,723,16,P,Patel
9404,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,959388382,16,66889,2,33,276224,60,1,655,13,M,Mambwe
9405,1,advisor_churn,0,1,1,1,1,wirehouse,1,va,1,2,23605318,13,0,2,49,270433,23,3,637,6,F,Funderburk
9406,1,advisor_churn,0,0,0,1,0,bank,1,va,0,0,76602062,21,143689,3,60,274927,63,2,709,18,R,Rodriguez
9407,1,advisor_churn,0,0,0,0,2,ria,1,va,1,0,83156192,16,1025,2,20,205932,94,5,711,12,L,Lula
9408,1,advisor_churn,1,1,0,0,0,bank,1,va,6,0,317357135,20,2949080,3,49,190752,91,1,624,13,M,Mambwe
9409,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,494893136,18,1906,2,27,219515,62,1,681,20,T,Tavares
9410,1,advisor_churn,0,1,0,1,0,bank,1,va,2,2,24113686,32,51651,2,46,93169,58,1,741,12,L,Lula
9411,1,advisor_churn,0,0,1,0,0,bank,1,va,0,1,86056144,11,0,1,73,160174,67,1,668,14,N,Noth
9412,1,advisor_churn,0,1,0,1,0,bank,1,va,1,0,78598341,24,1317766,3,49,291373,88,1,739,16,P,Patel
9413,1,advisor_churn,0,0,0,0,0,bank,1,va,4,0,72587319,10,0,1,24,206265,67,4,647,12,L,Lula
9414,1,advisor_churn,0,1,1,1,0,bank,1,va,0,0,3860516361,19,1427304,1,42,298616,60,2,708,5,E,English
9415,1,advisor_churn,0,1,0,0,0,bank,1,va,2,1,3771764500,19,0,3,43,239538,64,5,726,17,Q,Quigley
9416,1,advisor_churn,0,0,0,1,2,ria,0,fixed,0,1,367143794,35,13247,5,28,158380,69,3,602,18,R,Rodriguez
9417,1,advisor_churn,1,1,0,1,0,bank,1,va,0,2,57337053,21,8761,3,51,297315,31,4,748,8,H,Hassan
9418,1,advisor_churn,0,0,0,0,0,bank,1,va,0,1,132692812,34,35204,2,56,226195,40,4,635,7,G,Griegio
9419,1,advisor_churn,1,0,0,0,0,bank,1,va,3,0,409285512,19,0,1,37, ,74,1,743,20,T,Tavares
9420,1,advisor_churn,0,1,1,0,2,ria,0,fixed,1,2,549837534,20,134855,20,37,287321,93,4,615,25,Y,Yang
9421,1,advisor_churn,0,1,0,0,0,bank,1,va,3,2,176873940,16,76883,2,39,216047,63,4,671,6,F,Funderburk
9422,1,advisor_churn,0,1,0,0,0,bank,1,va,0,1,428604478,18,78146,1,35,204335,82,0,694,9,I,Ingrid
9423,1,advisor_churn,0,0,0,1,2,ria,1,va,0,1,76090651,13,4550484,2,57,247050,74,1,834,11,K,Kanumba
9424,1,advisor_churn,0,0,0,0,0,bank,0,fixed,0,1,81245544,17,84915,6,34,155142,70,1,614,7,G,Griegio
9425,1,advisor_churn,0,0,0,0,0,bank,1,va,4,2,94460409,18,86459,2,48,271619,98,1,499,21,U,Underwood
9426,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,3,0,421760446,23,99235,3,50,231314,80,2,654,21,U,Underwood
9427,1,advisor_churn,0,0,0,1,0,bank,1,va,0,0,292856112,16,557575,1,23,479732,67,4,328,6,F,Funderburk
9428,1,advisor_churn,0,1,0,1,2,ria,0,fixed,0,0,46870445,22,0,14,38,124762,63,3,609,3,C,Chatterji
9429,1,advisor_churn,0,1,0,0,1,wirehouse,1,va,0,0,356231008,48,126255,1,46,188827,59,1,624,1,A,Abbott
9430,1,advisor_churn,0,0,0,0,2,ria,1,va,2,1,207708686,24,38560,2,36,216893,31,1,722,13,M,Mambwe
9431,1,advisor_churn,0,0,1,0,0,bank,0,fixed,0,2,928721156,27,2785758,10,49,190246,69,3,628,9,I,Ingrid
9432,1,advisor_churn,0,1,0,0,0,bank,1,va,0,2,54805779,15,244234,1,39,294927,93,1,709,3,C,Chatterji
9433,1,advisor_churn,0,0,0,1,0,bank,0,fixed,0,2,3585430851,32,215655,9,34,218046,78,1,616,13,M,Mambwe
9434,1,advisor_churn,0,1,0,0,2,ria,1,va,0,1,502121367,24,444410,3,35,299440,64,5,670,12,L,Lula
9435,1,advisor_churn,0,1,0,0,0,bank,1,va,1,2,239521158,24,3497252,3,50,79877,75,4,674,5,E,English
9436,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,114123843,20,2511582,2,48,239694,65,1,745,7,G,Griegio
9437,1,advisor_churn,0,1,0,0,0,bank,0,fixed,1,1,97469172,22,1105700,13,58,66641,71,1,692,13,M,Mambwe
9438,1,advisor_churn,0,0,0,0,0,bank,1,va,0,1,20664835,8,1259,2,40,279140,81,2,706,22,V,Vasquez
9439,1,advisor_churn,0,0,0,0,0,bank,1,va,1,1,435171284,13,136803,1,37,248283,63,1,673,4,D,Devon
9440,1,advisor_churn,0,0,0,1,2,ria,1,va,1,0,937777168,8,61707,3,45,220425,81,1,729,1,A,Abbott
9441,1,advisor_churn,1,0,0,0,0,bank,1,va,1,0,939953761,19,1337564,2,45,285990,89,3,694,10,J,Jasper
9442,1,advisor_churn,0,1,0,0,0,bank,1,va,0,0,2887135335,31,44906,2,35,114246,63,2,682,1,A,Abbott
9443,1,advisor_churn,0,0,0,0,0,bank,0,fixed,2,1,79286470,22,5890,15,57,296140,15,4,671,23,W,Werner
9444,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,329066915,21,310831,3,54,215917,90,1,695,8,H,Hassan
9445,1,advisor_churn,0,0,0,0,0,bank,0,fixed,0,0,130063756,21,3647553,5,46, ,30,2,678,6,F,Funderburk
9446,1,advisor_churn,0,1,0,0,0,bank,1,va,1,1,462625147,19,2364301,3,46,217112,15,2,603,6,F,Funderburk
9447,1,advisor_churn,0,1,1,0,0,bank,1,va,2,1,28291218,13,0,1,51,255574,79,1,625,7,G,Griegio
9448,1,advisor_churn,0,0,0,0,0,bank,1,va,1,1,45230075,14,391358,1,29,268933,89,1,688,11,K,Kanumba
9449,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,3,2,80757346,24,417281,2,41,300688,54,1,484,23,W,Werner
9450,1,advisor_churn,0,0,0,0,2,ria,0,fixed,1,0,20947309,13,1997836,38,51,185058,54,3,694,2,B,Bost
9451,1,advisor_churn,0,0,0,0,0,bank,1,va,0,2,77819494,18,136462,1,44,468579,56,1,607,22,V,Vasquez
9452,1,advisor_churn,0,0,0,0,0,bank,1,va,0,1,491762681,12,231985,1,45,316262,11,1,746,12,L,Lula
9453,1,advisor_churn,0,0,0,1,0,bank,1,va,2,0,77460867,11,272703,2,32,242364,92,2,713,2,B,Bost
9454,1,advisor_churn,0,1,0,0,0,bank,0,fixed,4,0,579165935,23,39640,8,55,194875,14,1,671,21,U,Underwood
9455,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,0,0,1272212601,20,335433,3,44,199107,73,1,706,18,R,Rodriguez
9456,1,advisor_churn,1,0,0,0,0,bank,1,va,6,0,71012142,26,675614,3,89,290898,88,5,639,19,S,Szu
9457,1,advisor_churn,0,1,0,0,0,bank,1,va,0,1,121784890,10,185251,2,46,204124,72,2,727,23,W,Werner
9458,1,advisor_churn,0,1,0,0,0,bank,1,va,2,0,68516231,26,0,2,49,203602,95,5,691,20,T,Tavares
9459,1,advisor_churn,0,0,0,1,0,bank,1,va,0,1,529735818,1,311397,2,70,229540,17,4,699,24,X,Xavier
9460,1,advisor_churn,0,1,0,0,0,bank,1,va,3,1,133759784,24,3907190,2,48,451705,68,3,713,21,U,Underwood
9461,1,advisor_churn,0,1,0,1,0,bank,0,fixed,0,0,278133612,16,246930,6,54,262476,70,3,674,23,W,Werner
9462,1,advisor_churn,0,0,0,0,0,bank,1,va,3,2,142788659,19,3007,2,48,225512,92,2,701,9,I,Ingrid
9463,1,advisor_churn,0,1,0,0,0,bank,1,va,0,1,55077551,20,171598,3,51,182455,73,2,682,15,O,Ojj
9464,1,advisor_churn,0,1,0,0,0,bank,1,va,0,0,567905407,32,83785,2,63,152979,70,2,740,4,D,Devon
9465,1,advisor_churn,0,1,1,0,0,bank,0,fixed,5,0,260046043,15,598646,20,55, ,73,5,665,25,Y,Yang
9466,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,211140277,4,981883,1,34,148180,73,2,601,23,W,Werner
9467,1,advisor_churn,0,1,0,0,0,bank,1,va,1,2,78573086,20,241731,3,54,127974,96,1,745,19,S,Szu
9468,1,advisor_churn,0,0,0,0,0,bank,1,va,0,3,127017264,20,1237336,3,45,233726,43,5,425,15,O,Ojj
9469,1,advisor_churn,1,0,0,0,0,bank,0,fixed,0,1,757226449,20,141665,6,49,268383,56,2,710,11,K,Kanumba
9470,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,2,0,93563126,20,211731,3,35,451491,22,3,674,22,V,Vasquez
9471,1,advisor_churn,1,1,0,0,0,bank,0,fixed,1,0,2445415201,20,0,4,47,195454,96,5,509,24,X,Xavier
9472,1,advisor_churn,0,1,0,0,0,bank,1,va,0,2,33155018,13,353395,2,33,424157,82,1,674,11,K,Kanumba
9473,1,advisor_churn,0,0,0,1,0,bank,1,va,0,1,16898350,18,164448,1,57,242997,71,1,718,20,T,Tavares
9474,1,advisor_churn,0,0,0,0,0,bank,1,va,2,1,41978381,30,1569592,1,54,114275,27,1,611,15,O,Ojj
9475,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,81712086,16,4578877,2,38,209158,13,1,668,13,M,Mambwe
9476,1,advisor_churn,0,0,0,0,0,bank,0,fixed,2,1,94007366,20,11035,5,45,450720,65,4,679,12,L,Lula
9477,1,advisor_churn,0,0,0,0,0,bank,1,va,3,1,230764826,19,57461,3,37,279951,65,2,720,20,T,Tavares
9478,1,advisor_churn,0,0,0,0,2,ria,1,va,0,0,186100649,15,0,1,22,215874,89,1,842,21,U,Underwood
9479,1,advisor_churn,0,1,0,0,0,bank,1,va,2,0,76082237,24,1230699,2,43,488159,86,1,677,1,A,Abbott
9480,1,advisor_churn,0,0,0,0,0,bank,0,fixed,0,2,721272568,18,1723483,13,28,231056,74,4,674,13,M,Mambwe
9481,1,advisor_churn,0,0,0,0,0,bank,1,va,4,1,23978409,23,1959454,2,44,217456,73,1,657,6,F,Funderburk
9482,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,753006273,8,0,2,45,231931,85,3,675,12,L,Lula
9483,1,advisor_churn,0,0,0,1,0,bank,1,va,2,0,473734775,16,436730,1,35,237895,65,2,720,22,V,Vasquez
9484,1,advisor_churn,0,1,0,0,0,bank,1,va,1,1,4846904565,15,298158,2,29,131934,71,4,652,20,T,Tavares
9485,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,99258857,22,69670,2,48,264618,64,4,814,25,Y,Yang
9486,1,advisor_churn,1,1,0,0,2,ria,1,va,2,0,601933207,3,0,2,52,73398,63,1,679,2,B,Bost
9487,1,advisor_churn,0,1,0,0,0,bank,1,va,0,0,475271250,21,38069,3,50,199024,61,3,678,8,H,Hassan
9488,1,advisor_churn,0,0,0,0,0,bank,1,va,3,0,97186694,16,3661067,3,63,354488,90,5,665,1,A,Abbott
9489,1,advisor_churn,0,1,0,0,0,bank,1,va,2,1,22549077,6,3583795,3,33,80198,39,0,656,14,N,Noth
9490,1,advisor_churn,0,1,0,1,0,bank,1,va,0,1,3217341365,45,26253,3,38,297893,69,1,687,8,H,Hassan
9491,1,advisor_churn,0,0,0,0,0,bank,0,fixed,0,0,56814721,24,163113,5,56,77475,53,1,692,1,A,Abbott
9492,1,advisor_churn,0,0,0,0,0,bank,1,va,2,1,81264050,23,1927515,3,45,158998,94,1,665,5,E,English
9493,1,advisor_churn,0,0,0,0,0,bank,1,va,0,3,776544643,16,37455,2,56,189830,77,1,741,15,O,Ojj
9494,1,advisor_churn,0,0,0,1,0,bank,1,va,2,0,1637694857,19,247977,1,34,249631,62,2,664,6,F,Funderburk
9495,1,advisor_churn,0,1,0,0,0,bank,1,va,2,0,72391194,33,0,2,33,183969,63,1,683,17,Q,Quigley
9496,1,advisor_churn,0,1,0,0,0,bank,1,va,0,2,18422009,8,2336319,2,48,464684,41,5,672,9,I,Ingrid
9497,1,advisor_churn,0,0,0,0,0,bank,1,va,2,0,82599141,15,1622945,1,42,444594,59,5,618,12,L,Lula
9498,1,advisor_churn,0,0,0,0,0,bank,1,va,2,1,95954794,32,196402,1,41,232485,69,1,721,22,V,Vasquez
9499,1,advisor_churn,0,1,0,0,0,bank,1,va,2,0,1118481287,23,0,2,46,155614,80,1,718,17,Q,Quigley
9500,1,advisor_churn,0,0,1,1,0,bank,1,va,2,0,421327281,33,0,3,66,248064,66,1,689,17,Q,Quigley
9501,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,157563525,19,3923614,2,74,241188,74,0,617,9,I,Ingrid
9502,1,advisor_churn,0,0,0,0,0,bank,1,va,3,0,191670796,19,355198,1,85,50493,78,1,688,19,S,Szu
9503,1,advisor_churn,0,0,1,0,0,bank,1,va,0,0,18380066,1,0,2,26,216625,92,1,650,21,U,Underwood
9504,1,advisor_churn,0,1,0,0,2,ria,1,va,0,0,561348208,18,469390,2,27,248914,62,4,673,6,F,Funderburk
9505,1,advisor_churn,0,1,0,0,0,bank,0,fixed,1,0,72706857,19,368030,5,55, ,78,1,687,9,I,Ingrid
9506,1,advisor_churn,0,0,0,0,0,bank,1,va,0,2,471847813,29,3067955,2,81,294177,57,2,700,24,X,Xavier
9507,1,advisor_churn,1,0,0,0,0,bank,1,va,2,0,361962063,25,3429032,3,44,305134,80,1,660,17,Q,Quigley
9508,1,advisor_churn,0,1,0,0,2,ria,1,va,5,0,79547448,2,2215610,3,42,152304,61,5,606,10,J,Jasper
9509,1,advisor_churn,0,1,0,0,0,bank,1,va,0,0,96370960,15,335052,1,45,230021,55,2,648,19,S,Szu
9510,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,0,2,443776353,24,877294,2,48,273038,64,1,640,22,V,Vasquez
9511,1,advisor_churn,0,0,0,0,2,ria,1,va,2,1,341494626,24,89175,3,37,450995,57,2,688,25,Y,Yang
9512,1,advisor_churn,0,0,0,0,0,bank,1,va,3,1,93323400,19,49749,2,54,188478,81,2,610,24,X,Xavier
9513,1,advisor_churn,0,0,0,0,0,bank,1,va,1,2,722477745,25,73351,3,40,252414,75,1,655,16,P,Patel
9514,1,advisor_churn,0,1,0,1,0,bank,0,fixed,2,1,450272981,44,229060,10,51,214080,52,3,655,8,H,Hassan
9515,1,advisor_churn,0,1,0,0,0,bank,1,va,1,1,57956105,40,13435,1,37,299393,93,3,698,8,H,Hassan
9516,1,advisor_churn,0,0,0,1,0,bank,1,va,1,0,87375783,16,12679,1,47,468412,34,2,704,22,V,Vasquez
9517,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,405484385,21,169753,2,50,235866,46,5,539,24,X,Xavier
9518,1,advisor_churn,1,0,1,0,0,bank,1,va,0,2,601742355,20,84791,2,45,128548,79,2,706,7,G,Griegio
9519,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,412401469,8,321310,2,43,163662,70,1,699,2,B,Bost
9520,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,180306234,15,1967728,1,35,288055,73,1,727,5,E,English
9521,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,0,0,53775620,24,284622,1,40,129207,43,4,690,3,C,Chatterji
9522,1,advisor_churn,0,0,0,0,0,bank,1,va,2,2,222811580,15,229318,3,52,216625,72,5,727,12,L,Lula
9523,1,advisor_churn,0,0,0,0,0,bank,1,va,0,0,21385470,33,30553,1,49,233975,83,0,623,21,U,Underwood
9524,1,advisor_churn,1,0,0,1,0,bank,1,va,0,2,96078215,14,378551,2,50,165260,51,1,744,16,P,Patel
9525,1,advisor_churn,1,1,0,0,0,bank,1,va,2,0,286820039,9,132680,3,30,348579,65,3,682,18,R,Rodriguez
9526,1,advisor_churn,0,0,0,0,0,bank,1,va,4,0,60977678,16,258577,3,45,268738,78,1,714,21,U,Underwood
9527,1,advisor_churn,0,1,0,0,2,ria,1,va,0,0,720143502,13,3906595,2,27,186390,62,3,836,15,O,Ojj
9528,1,advisor_churn,0,1,0,0,2,ria,1,va,2,0,84571833,35,118146,3,63,329455,46,0,665,5,E,English
9529,1,advisor_churn,0,1,0,0,0,bank,1,va,2,0,470615201,19,205053,2,60,470591,46,3,703,10,J,Jasper
9530,1,advisor_churn,0,0,0,0,0,bank,1,va,2,0,2725621740,18,80029,3,46,200200,31,2,713,20,T,Tavares
9531,1,advisor_churn,1,0,0,0,0,bank,1,va,2,1,64214053,15,108960,1,60,219129,63,1,601,4,D,Devon
9532,1,advisor_churn,0,0,1,0,1,wirehouse,1,va,0,2,937343697,28,1083019,3,46,244688,71,4,704,21,U,Underwood
9533,1,advisor_churn,0,0,1,0,1,wirehouse,1,va,1,0,167526138,23,4540327,3,30,187564,68,3,621,7,G,Griegio
9534,1,advisor_churn,1,0,0,0,0,bank,1,va,2,3,19525612,24,1686729,2,44,113903,61,1,624,6,F,Funderburk
9535,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,5,0,86643259,20,199302,2,48,244216,63,2,745,23,W,Werner
9536,1,advisor_churn,0,0,0,1,2,ria,0,fixed,5,0,970870389,56,0,9,34,292690,66,1,697,17,Q,Quigley
9537,1,advisor_churn,0,0,0,0,1,wirehouse,1,va,0,0,83991139,21,4275786,2,29,138522,79,2,610,5,E,English
9538,1,advisor_churn,0,0,0,0,0,bank,1,va,0,1,265600833,19,2931369,3,90,187645,73,2,748,3,C,Chatterji
9539,1,advisor_churn,0,1,0,0,0,bank,1,va,1,0,18230279,13,213189,3,48,477918,32,1,628,16,P,Patel
9540,1,advisor_churn,0,0,1,1,1,wirehouse,1,va,2,1,43100763,8,248686,2,33,208477,75,3,738,23,W,Werner
9541,1,advisor_churn,0,0,0,0,0,bank,0,fixed,2,0,702726006,68,176685,8,40,204515,73,1,661,6,F,Funderburk
9542,1,advisor_churn,0,1,0,0,2,ria,1,va,2,3,29415839,19,1929001,2,45,96824,76,5,661,18,R,Rodriguez
9543,1,advisor_churn,0,0,0,0,0,bank,1,va,1,0,51224036,34,87747,3,87,230663,51,1,779,21,U,Underwood
9544,1,advisor_churn,0,1,0,0,0,bank,1,va,2,2,721783374,36,0,3,34,179324,43,2,654,18,R,Rodriguez
9545,1,advisor_churn,0,1,0,1,0,bank,1,va,2,1,420038253,19,96275,2,49,263820,94,1,623,17,Q,Quigley
